average,cpu,thrust,work-efficient-hierarchical
65536,3.1659,0.090112,1.31139
262144,14.4125,0.339648,2.2648
1048576,56.848,0.466944,9.94774
4194304,208.469,1.05488,36.0581
16777216,886.163,5.03603,171.294

sample-59,cpu,thrust,work-efficient-hierarchical
4096,0.1581,0.055328,0.855936
16384,0.7312,0.09216,0.861376
65536,3.4342,0.090112,1.096
262144,15.8713,0.331776,2.28803
1048576,56.3068,0.380352,9.95146
4194304,217.087,0.964608,36.0337
16777216,845.394,4.0401,145.236

sample-60,cpu,thrust,work-efficient-hierarchical
4096,0.1434,0.0568,0.821152
16384,0.6817,0.087872,0.874656
65536,3.1579,0.08624,1.10874
262144,14.8781,0.22064,2.26099
1048576,56.0071,0.597344,10.177
4194304,226.409,0.937984,36.054
16777216,888.663,5.11184,161.465

sample-61,cpu,thrust,work-efficient-hierarchical
4096,0.1683,0.056,0.911936
16384,0.7815,0.111136,0.870176
65536,3.4989,0.098304,1.09158
262144,15.3803,0.24576,2.28925
1048576,58.4841,0.434016,9.9489
4194304,222.708,0.933888,36.1638
16777216,847.422,5.08314,170.427

sample-62,cpu,thrust,work-efficient-hierarchical
4096,0.1549,0.053888,0.850784
16384,0.7248,0.09024,0.847648
65536,3.3682,0.091872,1.10288
262144,14.6055,0.322144,2.26509
1048576,54.7621,0.477888,10.0106
4194304,220.024,0.915616,36.0193
16777216,903.591,4.03674,151.835

sample-63,cpu,thrust,work-efficient-hierarchical
4096,0.153,0.060096,0.825344
16384,0.7167,0.097984,0.863232
65536,3.3597,0.093312,1.08934
262144,15.2837,0.208864,2.31994
1048576,59.5796,0.429888,9.94448
4194304,228.734,0.882688,36.0773
16777216,841.373,4.72838,164.915

sample-64,cpu,thrust,work-efficient-hierarchical
4096,0.1558,0.05488,0.821952
16384,0.7537,0.091264,0.856288
65536,3.3036,0.114688,1.11376
262144,14.5356,0.298752,2.324
1048576,54.9569,0.506272,9.97725
4194304,218.723,0.91408,36.1523
16777216,887.003,4.89062,159.92

sample-65,cpu,thrust,work-efficient-hierarchical
4096,0.1599,0.056832,0.82128
16384,0.7808,0.091168,0.847872
65536,3.5284,0.090176,1.10182
262144,14.8319,0.210272,2.25482
1048576,59.9728,0.442784,9.9479
4194304,221.393,0.9728,35.9934
16777216,841.908,4.52038,151.756

sample-66,cpu,thrust,work-efficient-hierarchical
4096,0.1446,0.054688,0.814304
16384,0.6813,0.086016,0.845824
65536,3.2066,0.090304,1.08819
262144,14.4716,0.210944,2.28147
1048576,54.6786,0.45504,9.94672
4194304,219.471,0.961792,36.1415
16777216,878.919,3.97728,149.603

sample-67,cpu,thrust,work-efficient-hierarchical
4096,0.1525,0.057344,0.823296
16384,0.7488,0.091552,0.850144
65536,3.473,0.091808,1.09363
262144,14.5984,0.322048,2.38493
1048576,58.97,0.423232,10.1567
4194304,226.898,0.878816,36.1065
16777216,849.151,7.18854,172.327

sample-68,cpu,thrust,work-efficient-hierarchical
